designation	description	img_filename
AMERICAN DIORAMA 1/18 - FIGURINES THE WEEKEND CAR SHOW NUM 4 - 38212 - American Diorama	"présentation american diorama 1 / 18 - figurines the weekend car show num 4 - 38212 - modélisme
Fabricant : American Diorama
- Fabricant : AMERICAN DIORAMA
- Echelle : 18
- Ref Fab : 38212
- Type : FIGURINES THE WEEKEND CAR SHOW NUM 4
- Couleur : Black / White
- EAN : 0610877382125
- Ref Little Bolide : 110570"	image_1375340103.jpg
Antenne caravane multidirectionnelle ELAP Caravane Digipro - Elap	"Présentation
Fabricant : Elap
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
Une réception des plus facile grâce à cette antenne amplifié en plastique. Recevez les chaînes analogiques, la TNT et les ondes radio."	image_878770187.jpg
L'héritage De Shannara Tome 2 - Le Druide De Shannara - terry brooks	"Présentation
Auteur(s) : terry brooks
Editeur : Bragelonne
Langue : Français
Parution : 03/05/2007
Nombre de pages : 317
Nombre de livres : 1
Expédition : 505
Dimensions : 24 x 15.5 x 2.6
Résumé :
La quête continue! Walker Boh recherche la Pierre elfique noire, afin de restaurer la forteresse des druides de Paranor. Cette quête lui a été confiée par le spectre du druide Allanon. L'enjeu : rien moins que sauver les Quatre Terres des assauts des maléfiques Ombreurs. Mais le péril a frappé : Walker agonise, lorsqu'une créature merveilleuse vient se pencher sur lui. Elle n'est autre que la fille du légendaire roi de la rivière Argentée. Ensemble, ils partent vers le pays du roi de Pierre, qui a volé le joyau elfique et compte utiliser son pouvoir pour pétrifier le monde...
Biographie:
Terry Brooks a commencé a publier le cycle de Shannara en 1977. II est le premier héritier de Tolkien, et revendique l'influence d'Alexandre Dumas. La saga de Shannara, qui compte douze volumes à ce jour, est l'un des plus gros succès de tous les temps: vingt-deux fois dans la liste des meilleures ventes du NewYork Times. Vingt et un millions d'exemplaires en circulation dans le monde! On lui doit également des novélisations dont Star Wars : Episode 1. Savourez l'une des ¿uvres majeures de la Fantasy contemporaine, sans qui Eddings et Feist n'auraient pas connu un tel succès, et pour la première fois dans son intégralité!"	image_1705875770.jpg
Lave glace Hiver -20° - Autre	"Informations complémentaires
Lave glace Hiver -20°
Présentation
Type de produit : Lave-glace
Poids (grammes) : 3 à 10 kg
Lave glace

Contenance 5L

Lave Glace Hiver -20°

Degraissant, nettoyant pare brise"	image_1646033461.jpg
460 en 1 Carte Cartouche de Jeu Vidéo pour DS 3DS 2DS (Castlevania Mario Kart DS Harvest Moon DS Professor Layton and Pandora's Box)	"Présentation
460 en 1 Carte Cartouche de Jeu Vidéo pour DS 3DS 2DS (Castlevania Mario Kart DS Harvest Moon DS Professor Layton and Pandora's Box)"	image_1529353564.jpg
KoRo - Epices pour conserves 4 x 400g - KoRo	"Présentation
KoRo - Epices pour conserves 4 x 400g
De délicieuses conserves de légumes faites rapidement: ??épicé ??vegan ??sans additifs - achetez dès à présent!
Déguster vos propres légumes toute l'année ? Avec notre mélange d'épices à conserve de KoRo, le potager entier peut désormais entrer dans vos placards comme le faisait votre grand-mère. Cette méthode de conservation est particulièrement adaptée aux légumes fermes comme les concombres, poivrons, betteraves, potirons et courgettes. Mais les oignons, haricots et autres apprécient également ce petit bain d'épices. Pour vous garantir toujours plus de gourmandise, KoRo vous propose vos aliments préférés en vrac. Cela permet non seulement d'économiser les couts et les matières liés à l'emballage, mais garantit également une belle réserve d'ingrédients et de superaliments pour la cuisine et la pâtisserie. Notre entreprise berlinoise essaie constamment d'élargir sa gamme de produits tout en vous proposant les produits les plus bruts possible. Faites bouillir les bocaux et répartissez-y vos 3kg de légumes, préalablement lavés et découpés. 1,5 litre d'eau 500 ml de vinaigre (10 %) 300 g de sucre 100 g de sel 3 cuillères à soupe d'épice à conserves KoRo Portez le tout à ébullition et versez le liquide dans les bocaux contenants vos légumes. Fermez immédiatement et hermétiquement les pots. Laissez les légumes mariner au moins 4 semaines avant d'ouvrir les bocaux."	image_1921278365.jpg
Honor 10 Lite 64 Go Double SIM Bleu ciel - Honor Device	"Présentation
Fabricant : Honor Device
Référence fabricant : 51093FMW - 51093FND
Poids : 162
Interface sans fil : IEEE 802.11b/g/n
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
    Encoche réduite, un monde plus grand

Le HONOR 10 Lite propose un écran avec encoche en goutte d'eau à la pointe de la technologie.1 Grâce à son taux d'occupation de la face avant de plus de 90%, l'écran 6.21 pouces est contenu dans un corps de 5.2 pouces, pour une meilleure expérience visuelle tout en assurant une excellente prise en main.

- Ratio d'écran : 19.5:9

- Occupation de l'écran : 90%+

- savoir-faire unique sur les écrans : COF

- résolution FHD+ : 2340*1080

Magnifique dégradé

Le HONOR 10 Lite est une égérie de mode dans le creux de votre main. Inspiré par la couleur du ciel, HONOR a créé un design jeune, énergique et naturel qui passe du clair au foncé.

Selfie 24MP, magnifique à chaque instant

La caméra selfie 24MP, aliée aux technologies 4-en-1 de fusion lumineuse et de compensation de l'exposition, permet une meilleure expérience selfie, en plein jour ou en éclairage nocturne. La caméra frontale avec IA reconnaît huit scénarios de selfie et optimise le fond de la photo pour que vous ressortiez en permanence.

- Caméra : 24MP

- Pixel pour une meilleure sensibilité : 1.8

- Grande ouverture : F/2.0

- scénarios avec reconnaissance en temps réel : 8

Caméra avec IA, brillez avec intelligence

Le nouvel algorithme de beauté IA peut personnaliser les effets d'embellissements en fonction de votre âge, sexe, et couleur de peau, pour un rendu magnifique mais naturel.


Selfies de qualité studio, brillez avec style

Grâce à la technologie IA, des portraits stéréoscopiques peuvent être obtenus grâce à plusieurs éclairages photographiques, comme l'éclairage papillon, ou l'éclairage doux. Prendre un selfie de qualité studio chez vous est un jeu d'enfant.

Double caméra avec IA, la perfection dans tous les domaines

La double caméra améliorée 13MP + 2MP avec IA, avec son ouverture de F/1.8, augemente l'exposition de 50%. Grâce à la technologie de segmentation sémantique, le HONOR 10 Lite est capable de reconnaître différents objets et de faire des ajustements optimaux en fonction des différents scénarios.

- Grande ouverture : F/1.8

- Reconnaissance de 22 scénarios par IA

- Optimisation par IA avec segmentation sémantique


AIS: super clichés nocturnes

En mode cliché nocturne, vous pouvez prendre des photos de nuit en moins de six secondes d'exposition avec le stabilisateur. Plus besoin d'expertise professionnelle pour faire d'extraordinaires clichés nocturnes.


EMUI 9 ameliore votre quotidien

La dernière version d'EMUI 9.0 est optimisée pour une amélioration de 20% en rapidité. EMUI 9.0 présente un design naturel et minimaliste qui optimise l'écran FullView. Chaque utilisateur peut profiter du HONOR 10 Lite à sa manière.


Puissant processeur Kirin 710

Le processeur Kirin 710 et ses coeurs Cortex-A73 de niveau de flagship réduisent la consommation d'energie et améliorent la fluidité pour des performances sans concessions. Les 3 Go de RAM boostent la vitesse d'exection et les 64 Go de stockage, extensibles jusqu'à 512Go, peuvent devenir votre disque dur personnel.


GPU Turbo : expérience Gaming immersive

Le GPU Turbo de Honor reconstruit les architectures traditionnelles de processeur graphique au niveau le plus précis, ce qui augmente l'efficacité du processeur graphique (GPU) et l'expérience de jeu. Les utilisateurs du HONOR 10 Lite profitent d'une expérience de jeu stable avec un taux de rafraîchissement élevé.

Appels améliorées par l'IA

La technologie de communication améliorée par intelligence artificielle (IA) d'HONOR améliore efficacement la qualité des appels dans les environements bruyants et même dans les zones avec un signal réseau faible. La technologie reconnaît également si l'utilsateur entre ou sort d'un ascenceur, et permet au mobile de se reconnecter au réseau 4G en moins de trois secondes.

  Général
Type de Produit Smartphone
Format Tactile
Largeur 73.64 mm
Profondeur 7.95 mm
Hauteur 154.8 mm
Poids 162 g
Couleur du boîtier Bleu ciel
Valeur DAS 1,07 W/kg (corps), 3,19 W/kg (membre), 0,6 W/kg (tête)
Téléphone mobile
Technologie WCDMA (UMTS) / GSM
Génération à haut débit mobile 4G
Fournisseur de services Non spécifié
Système d'exploitation Android 9.0 Pie
Interface utilisateur HUAWEI Emotion UI 9.0
Type de carte SIM Nano SIM
Qté de carte SIM Double SIM
Appareil d'entrée Multi-touches
Messagerie et Internet
Services de messagerie SMS, MMS
Communications
Transmission de données GPRS, EDGE, HSDPA, HSUPA, HSPA+, FDD-LTE
Bande 2G 850 GSM, 900 GSM, 1800 GSM, 1900 GSM
Bande 3G UMTS Bande 1, Bande 2, Bande 5, Bande 8
Fréquence UMTS 3G 2100, 1900, 850, 900
Bande 4G LTE Bande 1, Bande 3, Bande 7, Bande 8, Bande 20
Fréquence LTE 4G FDD 2100, FDD 1800+, FDD 2600, FDD 900, FDD 800 DD
Interface sans fil IEEE 802.11b/g/n, Bluetooth 4.2
Caractéristiques du téléphone
Fonctions du téléphone Téléphone à haut parleur, commande vocale, compteur d'appels, téléconférence, mode avion, numérotation vocale, vibreur
Capteurs Détecteur de lumière ambiante, Capteur de proximité, boussole numérique, capteur de gravité
Dispositifs de sécurité Lecteur d'empreintes
Fonctions supplémentaires Technologie de communication mobile compatible avec l'IA, appels améliorés par IA, réduction de bruit IA, traducteur accéléré par IA, scan à l'achat IA
Processeur
Type Hisilicon Kirin 710
Fréquence d'horloge 2.2 GHz
Qté de coeur de processeur 8 c¿urs
Architecture 64 bits Oui
Mémoire
RAM 3 Go
Capacité de la mémoire interne 64 Go
Cartes mémoire flash prises en charge microSDHC, microSDXC - jusqu'à 512 Go
Caméra avant
Résolution du capteur 24 mégapixels
Ouverture de l'objectif F/2.0
Modes caméra AI Beauty
Résolutions d'image fixe 5632 x 4224
Fonctionnalités Technologie de fusion lumineuse 4-en-1, technologie de compensation d'exposition
Caméra arrière
Résolution du capteur 13 mégapixels
Résolutions des images fixes 4160 x 3120
Ouverture d'objectif F/1.8
Réglage de la mise au point Automatique
Modes de caméra Prise de vue de nuit AIS Super
Source de lumière Flash
Résolutions vidéo 1920 x 1080 (1080p)
Caractéristiques Caméra double AI
Deuxième caméra arrière
Résolution du capteur 2 mégapixels
Ouverture de l'objectif F/2.4
Affichage
Type Écran LCD
Technologie LTPS
Taille de la diagonale 6.21
Résolution d'écran 2340 x 1080 pixels
Format d'affichage Full HD+
Densité des pixels 415 ppi
Rapport hauteur/largeur 19.5:9
Profondeur d'échantillonnage 16,7 millions de couleurs
Caractéristiques Conception Honor encoche goutte d'eau
Connexions
Type de connecteur USB micro - 5 pin Micro-USB Type B - Prise pour casque micro - mini-téléphone 3,5 mm
Batterie
Capacité 3400 mAh
Divers
Normes de conformité TUV Rheinland
Accessoires inclus Câble USB, adaptateur d'alimentation, outil de retrait de la carte SIM, protecteur d'écran pré appliqué, boîtier de protection translucide"	image_1250656279.jpg
Cadena laiton 50mm anse acier 25mm - Master Lock	"Présentation
Fabricant : Master Lock
50mm. Anse acier cémenté 25mm. Diamètre 7mm. Cylindre 5 goupilles. Double-verrouillage"	image_1251687922.jpg
Huawei Mate 20 X (5G) 256 Go Double SIM Vert émeraude - Huawei	"présentation huawei mate 20 x (5g) 256 go double sim vert émeraude - téléphone huawei mate 20 x (5g)
Fabricant : Huawei
Référence fabricant : 51094BBQ - 99929215
Poids : 233
Interface sans fil : NFC
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
  Vivez l'avenir


Dites bonjour à la 5G

Entrez dans la révolution de la 5G grâce au Balong 5000, premier processeur 5G HUAWEI multimode gravé en 7nm. Avec des vitesses de téléchargement incroyablement rapides, le HUAWEI Mate 20 X (5G) ouvre officiellement l’ère de la 5G.


Vivez le futur, maintenant

Le processeur Balong 5000 est une révolution dans l'industrie de la 5G, supportant l'architecture NSA et SA (Non-Standalone et Standalone) pour une transition tout en douceur vers l'ère de la 5G. Le futur de la connectivité se trouve désormais dans la paume de votre main.


Un terrain de jeu hors-du-commun

Perdez-vous dans la splendeur de l'écran OLED de 7,2"" du HUAWEI Mate 20 X (5G). Conçu pour une expérience incroyablement immersive, vous pourrez pleinement plonger dans votre univers.


Capacité hors norme

Dévorez votre journée grâce à la batterie haute capacité de 4200 mAh et jouissez d'une recharge ultra rapide avec la technologie HUAWEI SuperCharge 40 W. Vous ne serez plus jamais à court d'énergie pour travailler et vous amuser.


Prêt, feu, photographiez!

Conçue pour capturer de multiples scénarios, la triple caméra conçue avec Leica révèlera chaque détail grâce au capteur principal de 40 MP, tandis que le téléobjectif de 8 MP se concentrera sur les clichés lointains. Quant à l'objectif ultra grand angle Leica de 20 MP, il sera parfait pour les photographies de paysages et les prises de vue macro.


Le compagnon idéal

Utilisez le stylet HUAWEI M-PEN pour activer l'application Memo directement depuis l'écran de verrouillage. Les 4096 niveaux de points de pression offrent une sensation aussi naturelle qu'un véritable stylo.


 "	image_1382202986.jpg
4x Hélice pour Parrot Minidrones 3 Pièces de Quadrirotor RC Mambo Swing Noir - Dynwave	"Présentation
Fabricant : Dynwave
Description:
La description:
4pcs Hélice Prop CW CW CCW pour Parrot Minidrones 3 Mambo Swing RC Drone Quadricoptère Pièces De Rechange UAV accessoires
Puissance forte, durable, pas facile à casser
Matériel: plastique
Tableau des tailles:
Taille: env. 65 x 8 x 7 mm / 2,55 x 0,31 x 0,27 pouce
Le forfait comprend:
Hélice 4 Pièces"	image_1679945764.jpg
KODAK KODAKPK001 - Kodak smartphone photography kit - Kodak	"Informations complémentaires
KODAK Smartphone Photography / Vlogging Kit composé d'un objectif grand angle 100° et macro 15x, d'un trépied, d'un anneau lumineux pour les portraits et d'un étui de transport protecteur--
Présentation
Fabricant : KODAK
Photography/ Vlogging Kit - objectif grand angle 100° et macro 15x Kodak"	image_1589736159.jpg
Rasoir électrique 4 en 1 - ?Coupe-sourcils,? Tondeuse à barbe?, Rasoir corporel?, Pattes? , Bikini - 7 line - 7line	"Informations complémentaires
Rasoir électrique 4 en 1 - ?Coupe-sourcils,? Tondeuse à barbe?, Rasoir corporel?, Pattes? , Bikini - 7 line
Présentation
Fabricant : 7LINE

Appareil soin du visage 4 en 1 - Pour Homme et femme avec accessoires :



4 couteaux (coupe-sourcils, ciseaux à pousser, couteau à mouvement alternatif, couteau rond)







peigne limite de coupe-sourcils







peigne limite Push-Cut







brosse propre"	image_1671880329.jpg
Le Petit Prince - Saint-Exupéry Antoine de	"Présentation
Auteur(s) : Saint-Exupéry Antoine de
Editeur : Editions Gallimard
Saga : Le petit Prince
Collection : folio junior
Parution : 01/12/1987
Nombre de livres : 1
Expédition : 146
Dimensions : 1.78 x 1.09 x 0.09"	image_625520.jpg
Fitbit Ace 3 EDITION LES MINIONS Bracelet d'activité pour Enfants avec Cadrans Animés - Fitbit	"Présentation
Fabricant : Fitbit
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
Bracelet d’activité pour Enfants avec Cadrans Animés, Autonomie de Batterie Jusqu'à 8 Jours et Résistance à l'Eau Jusqu'à 50 m
Grâce aux badges virtuels, aux clock faces animées et aux avatars personnalisés, votre enfant trouve toujours de la motivation pour bouger en famille et de nouvelles façons de dépasser les scores de ses amis.
Avec Fitbit Ace 3 votre enfant découvre et suit chaque jour son nombre de pas et ses minutes actives tout en pouvant voir ses stats au poignet.
Avec votre enfant, vous allez pouvoir découvrir la qualité de son sommeil, suivre ses tendances et décider des petits changements d’'habitudes, si nécessaire.
Se laver les mains, prendre une douche, aller à la piscine ou se baigner dans la mer… votre enfant peut vivre sa vie sans se soucier de son bracelet d’activité."	image_1910334678.jpg
X24 BOUTEILLES - CHÂTEAU LATOUR 2012 - PAUILLAC - 1ER CRU CLASSÉ - Bouteille (24x75cl) -	"présentation x24 bouteilles - château latour 2012 - pauillac - 1er cru classé - bouteille (24x75cl) - vin rouge
Appellation : Pauillac
Robe : Rouge
Producteur : Château Latour Classification : AOC Pauillac Pays : France Région : Bordeaux Marque : Château Latour Type : Vins Tranquilles Rouge Millésime : 2012 Volume : 75 cl Appellation : AOC Pauillac Grands Crus et Assimilés 1er Cru Classé 94 Wine Advocate"	image_1921274972.jpg
Samsung Original CLT-C603L Toner Cyan 10.000 Pages (CLT-C60 3L/ELS) pour C4010ND, C4060FX - Samsung	"Présentation
Fabricant : Samsung
Compatible téléphones : Samsung
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée"	image_1127959374.jpg
Récepteur Sans Fil Bluetooth voiture jack Audio Adaptateur Sans-Fil - Autre	"Présentation
Type de produit : Adaptateur autoradio
Poids (grammes) : 100 à 250 g
Connecté directement à un amplificateur, haut-parleurs, écouteurs ou une entrée audio, ce dispositif va recevoir le signal audio en sans fil utilisant la technologie Bluetooth A2DP. Peut servir également de kit mains libres Bluetooth pour voiture équipé de prise AUX in mini-jack. Le récepteur est équipé d'un micro interne. Lecture des fichiers audio à partir de n'importe quel smartphone, iPhone vers amplificateur Hi-Fi en Bluetooth. Utilise la technologie Bluetooth v3.0"	image_1104612545.jpg
Orphée - Jóhann Jóhannsson		image_1132867912.jpg
Réinventer L'amour - Comment Le Patriarcat Sabote Les Relations Hétérosexuelles - Chollet Mona	"Présentation
Auteur(s) : Chollet Mona
Editeur : Zones
Parution : 16/09/2021
Nombre de pages : 255
Expédition : 330
Dimensions : 20.6 x 14.2 x 2.4
Résumé :
Nombre de femmes et d'hommes qui cherchent l'épanouissement amoureux ensemble se retrouvent très démunis face au troisième protagoniste qui s'invite dans leur salon ou dans leur lit : le patriarcat. Sur une question qui hante les féministes depuis des décennies et qui revient aujourd'hui au premier plan de leurs préoccupations, celle de l'amour hétérosexuel, ce livre propose une série d'éclairages. Au coeur de nos comédies romantiques, de nos représentations du couple idéal, est souvent encodée une forme d'infériorité féminine, suggérant que les femmes devraient choisir entre la pleine expression d'elles-mêmes et le bonheur amoureux. Le conditionnement social subi par chacun, qui persuade les hommes que tout leur est dû, tout en valorisant chez les femmes l'abnégation et le dévouement, et en minant leur confiance en elles, produit des déséquilibres de pouvoir qui peuvent culminer en violences physiques et psychologiques. Même l'attitude que chacun est poussé à adopter à l'égard de l'amour, les femmes apprenant à le (sur ? ) valoriser et les hommes à lui refuser une place centrale dans leur vie, prépare des relations qui ne peuvent qu'être malheureuses. Sur le plan sexuel, enfin, les fantasmes masculins continuent de saturer l'espace du désir : comment les femmes peuvent-elles retrouver un regard et une voix ?
Biographie:
Mona Chollet est journaliste. Elle a notamment publié Sorcières. La puissance invaincue des femmes, Chez soi. Une odyssée de l'espace domestique et Beauté fatale. Les nouveaux visages d'une aliénation féminine (Zones, respectivement 2018, 2015 et 2012)."	image_1903110382.jpg
Casio ClassWiz FX-991EX - Calculatrice scientifique - pile - Casio	"Présentation
Fabricant : Casio
Référence fabricant : FX-991EX
Général
Type de produit Calculatrice scientifique
Source d'alimentation Pile
Caractéristiques 9 registres de mémoire, lecteur de code QR
Fonctions
Basique Addition, soustraction, multiplication, division, annuler
Scientifique Trigonométrie, conversion de coordonnées, permutation, combinaison, fraction, nombres complexes, écart-type, matrice, régression de puissance, calcul différentiel, feuille de calcul, vecteurs, factorisation en nombres premiers, analyse de regression, générateur de nombres aléatoires
Graphique Fonctions de résolution
Affichage
Type LCD"	image_1236115161.jpg
Colle B7000 spécial écran / réparation vitre smartphone et tablette - 15ML - Générique	"Présentation
Fabricant : Générique
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
Tube de colle B7000 pour réparation tablette et smartphone

Contenance disponible :

15ML
50ML
110ML


Voici la colle idéal pour remplacer vos écrans ou vitres cassés sur vos smartphones. Le stickers de remplacement adhère d'une façon moindre et on parfois tendance à se décoller. Avec la colle B7000, votre écran ne se décollera plus et vous pourrez recoller votre écran à la perfection."	image_1146827352.jpg
Pack café turc - beta	Présentation	image_1907617823.jpg
Ma souris verte VTECH Un hochet parlant et musical avec anneau de dentition en forme de souris verte ! Un bouton musical lumineux déclenche des phrases rigolotes - Vtech	"présentation ma souris verte vtech un hochet parlant et musical avec anneau de dentition en forme de souris verte ! un bouton musical... - hochet
Fabricant : VTech"	image_1158877414.jpg
MIRACULOUS Kit blister loup pailleté + Yoyo + Boucles d'oreilles Ladybug	"Informations complémentaires
KIT LADYBUG ENFANT
Edito
Kit loup, yoyo et boucles d'oreilles Miraculous Ladybug - Déguisement enfant. Achat et vente de jouets, jeux de société, produits de puériculture. Découvrez les Univers Playmobil, Légo, FisherPrice, Vtech ainsi que les grandes marques de puériculture : Chicco, Bébé Confort, Mac Laren, Babybjörn..."	image_1360257928.jpg
Baby Busy Board Early Educational Button Dressing Motor Skills pour Les Tout-petits - Ttooyful	"Présentation
Fabricant : TTOOYFUL
Public : Premier âge
Description:
La description:
Les jouets de planche d'activités occupées permettent aux enfants de nouer et de se frayer un chemin vers des compétences de vie indépendantes.
Spécialement conçu pour les bébés de 1 à 2 ans qui apprennent à zipper, boucler, lacets, motricité, musique et match de forme.
Aide les enfants à utiliser leurs mains pour des mouvements précis, encourage les enfants à utiliser leurs sens. Entraîne la capacité des doigts de votre bébé.
Fabriquée en bois naturel, la planche occupée est flexible, sans coins durs.
Petit jouet idéal pour voyager comme un vol en avion ou un voyage en voiture. Grand cadeau pour les enfants de 1 à 2 ans.
spécification:
Matériel: bois
Taille: 48,5x42,5x45,6 cm / 19,09x16,73x17,95 pouces
Le forfait comprend:
Tableau occupé 1 pièce (avec autocollant numérique alphant magnétique et stylo marqueur)
Remarque:
Veuillez permettre une légère différence de dimension en raison de différentes mesures manuelles."	image_1723876462.jpg
Télécommande TV ACER MC.JG811.009 - Acer	"Présentation
Fabricant : Acer
Type de produit : Télécommande
La télécommande MC.JG811.009 est un modèle original qui fonctionnera avec votre appareil de marque ACER. Pour des raisons de compatibilité vous devez choisir le produit ayant la même référence que votre modèle d'origine."	image_1196718733.jpg
Kit d'outils de fraisage MT2-M10 F1-12 Tête d'alésage pour barre d'alésage 50mm + 9 pièces 12mm - Oukaning	"Présentation
Fabricant : OUKANING
Caractéristiques:
Modèle : F1-12
D : 50 mm
Hauteur : 61,6 mm
Décalage maximum : 16 mm
Diamètre de la barre d'alésage : 12 mm
Graduation minimale : 0,01 mm
Diamètre d'alésage : 10-125 mm

Caractéristiques:
1. Le produit est le principal accessoire des machines-outils d'alésage et de fraisage CNC, comme l'aléseuse à coordonnées, l'aléseuse horizontale, l'alésage ordinaire.
2. Il peut être utilisé pour l'alésage, le cercle extérieur d'alésage, la face d'extrémité d'alésage, le trou d'échelle d'alésage, la face d'extrémité de trou d'alésage, la découpe du trou et la rainure de la bague extérieure et d'autres traitements.
3. Cet ensemble d'outils contient une tête d'alésage, des barres d'alésage, parfaites pour la fraiseuse.

Emballage inclus:
1 x filetage de la barre de traction : MT2 M10*1.5 1-1/2""-18UNF
1 x tête d'alésage F1-12 50 mm avec trou de 12 mm accepter
9 x pointes en carbure d'alésage avec tige de 12 mm
1 x étui en plastique"	image_1914265344.jpg
Iznogoud Tome 10 : L'acharné - René Goscinny	"présentation iznogoud tome 10 : l'acharné de rené goscinny format album  - livre
Auteur(s) : René Goscinny - Jean Tabary
Editeur : Tabary
Saga : Iznogoud
Collection : IZNOGOUD
Parution : 27/06/2002
Nombre de pages : 46
Nombre de livres : 1
Expédition : 340
Dimensions : 29.50 x 22.00 x 0.80"	image_894515760.jpg
PHARAMIS, le jeu des pharaons - Autre	"présentation pharamis, le jeu des pharaons - jeux de société
Fabricant : Autre
Description:
Jeu de réflexion : chaque adversaire dispose d'une ou de deux armées composées d'un Pharaon, de gardes et de soldats. Le gagnant est celui parviendra le premier à sortir 1 ou 2 Pharaons du jeu. Comprend un plateau de 149 cases, 36 pièces. Pour Adultes ou enfants à patir de 10 ans. Durée : entre 30 à 60 mn. Créé en 1991."	image_864531769.jpg
Casque d'ecoute pour telephone portable BT avec ecouteurs Bose SoundSport sans fil remis à neuf - Bose	"Présentation
Fabricant : Bose
Ce casque sans fil vous permet de profiter de la merveilleuse musique pendant l&#39;exercice. Confortable ¿¿ porter, r¿¿sistant ¿¿ la sueur et ¿¿ l&#39;humidit¿¿.
Caract¿¿ristiques:
Trois couleurs sont facultatives pour donner votre propre style sportif.
Le bouton de commande de fil est facile ¿¿ commuter.
R¿¿sistance ¿¿ la sueur et ¿¿ l&#39;humidit¿¿, performances ¿¿lev¿¿es.
Porter confortable, peut ¿ºtre port¿¿ pendant une longue p¿¿riode sans douleur.
Pas de peur de la sueur et de la pluie.
BT connexion stable, non li¿¿e par la ligne.
Le son est coh¿¿rent quel que soit le volume.
Caract¿¿ristiques:
Type d&#39;¿¿l¿¿ment: ¿¿couteur
Couleur: noir, bleu, jaune (facultatif)
Technologie sans fil: BT
Connectivit¿¿: sans fil
Temps de musique: 6 heures
Appel t¿¿l¿¿phonique: Supoort
Poids du colis: 112g / 3,95 onces
Taille de l&#39;emballage: 200 * 140 * 40mm / 7.87 * 5.51 * 1.57inches
Liste de paquets:
1 * paire d&#39;¿¿couteurs
1 * cable USB
1 * pochette
4pcs * bouchon d&#39;oreille
Image du produit"	image_1410147151.jpg
Changer L'eau Des Fleurs - Perrin Valérie	"Présentation
Auteur(s) : Perrin Valérie
Editeur : Lgf/Le Livre De Poche
Collection : Le livre de poche
Parution : 24/04/2019
Nombre de pages : 672
Expédition : 343
Dimensions : 17.8 x 11 x 2.8
Résumé :
Violette Toussaint est garde-cimetière dans une petite ville de Bourgogne. Les gens de passage et les habitués viennent se confier et se réchauffer dans sa loge. Avec la petite équipe de fossoyeurs et le jeune curé, elle forme une famille décalée. Mais quels événements ont mené Violette dans cet univers où le tragique et le cocasse s'entremêlent ? Après le succès des Oubliés du dimanche, un nouvel hymne au merveilleux des choses simples. Gros, gros gros coup de coeur. Un livre splendide, bouleversant. Mon livre de l'année 2018, une claque magistrale. Bulledop, C'est au programme. Un contraste entre rire et larmes qui fait mouche. Baptiste Liger, Lire. Tonnerre d'applaudissements. Et, croyez-nous, le mot ""tonnerre"" n'est pas trop fort. Anne-Marie Mitchell, La Marseillaise. A couper le souffle. Christophe Rivet-Maris, Unidivers. On nage en plein bonheur. Nathalie Dupuis, Elle. Prix Maison de la Presse 2018.
Biographie:
Valérie Perrin est née en 1967 dans l'est de la France. En 2015, elle publie son premier roman aux éditions Albin Michel, Les Oubliés du dimanche, lauréat du Premier Roman de Chambéry 2016, qui a obtenu 13 prix littéraires, dont le Grand Prix national Lions de littérature 2016, le prix Chronos 2016, le prix des Zonta Clubs de France 2017, le prix U Culture 2018, le prix Choix des librairies 2018. En 2018, elle publie son deuxième roman aux éditions Albin Michel, Changer l'eau des fleurs, qui a obtenu le prix Maison de la Presse 2018. Depuis 2011, elle a coécrit une dizaine de scénarios avec Claude Lelouch, dont Salaud, on t'aime, Un + une, Chacun sa vie, Les Plus Belles Années d'une vie. Elle réalise un ""Carnet de tournage"" du film Ces amours-là aux éditions France-Empire en 2010. Elle a été photographe de plateau pour Samuel Benchetrit, Audrey Dana, Claude Lelouch. Plusieurs expositions de photographies lui ont été consacrées."	image_1788494485.jpg
